name,wgs_lat,wgs_lng,type_code,base_type,sub_type,category
琪如诗雨美容美发,39.9635217084815,116.300178764438,"71100",生活服务,美容美发店,美容美发店
万泉庄南社区服务中心,39.9641268993024,116.298898270304,"70000",生活服务,生活服务场所,生活服务场所
中国体育彩票,39.9660929926476,116.30053072492,"71800",生活服务,彩票彩券销售点,彩票彩券销售点
中国福利彩票,39.9660929926476,116.30053072492,"71800",生活服务,彩票彩券销售点,彩票彩券销售点
中国体育彩票,39.9671179363575,116.300539578026,"71800",生活服务,彩票彩券销售点,彩票彩券销售点
七彩宏蓝快印,39.9653712338363,116.306007333869,"71300",生活服务,摄影冲印店,摄影冲印
清泉学生洗衣房（中关村大街４６号院西）,39.967730805984,116.313695071316,"71500",生活服务,洗衣店,洗衣店
火车票飞机票代售处（紫金大厦西北）,39.9654328562685,116.30176227956,"70301",生活服务,售票处,飞机票代售点
中通速递中关村分公司,39.9651193017557,116.297466984911,"70500",生活服务,物流速递,物流速递
宅急送（北京人民大学营业厅）,39.9656269259556,116.305071305503,"70500",生活服务,物流速递,物流速递
十圆家电维修中心,39.9654672864678,116.305976388274,"71200",生活服务,维修站点,维修站点
神舟国旅集团,39.9631888460577,116.302383274427,"70100",生活服务,旅行社,旅行社
飞机票,39.9660929926476,116.30053072492,"70301",生活服务,售票处,飞机票代售点
佳能维修中心,39.9624643039698,116.317214745701,"71200",生活服务,维修站点,维修站点
澳风地产（苏州桥店）,39.9628612565714,116.306049559062,"71600",生活服务,中介机构,中介机构
天福房产,39.9554226926144,116.312957284278,"71600",生活服务,中介机构,中介机构
魏公村北区社区志愿者服务站,39.954626231023,116.313217799014,"70000",生活服务,生活服务场所,生活服务场所
魏公村北区社区党（团）员服务站,39.954626231023,116.313217799014,"70000",生活服务,生活服务场所,生活服务场所
魏公村北区社区综合服务部美发店,39.9546354479175,116.313103055899,"71100",生活服务,美容美发店,美容美发店
我爱我家（魏公村店）,39.9553641893665,116.316376553454,"71600",生活服务,中介机构,中介机构
中铁快运有限公司魏公村包装托运分公司,39.9558942438349,116.312655901488,"70500",生活服务,物流速递,物流速递
天平会计师事务所有限责任公司,39.9595940044511,116.315862190174,"70702",生活服务,事务所,会计师事务所
北京市中国旅行社（海淀门市部）,39.9595940044511,116.315862190174,"70100",生活服务,旅行社,旅行社
红东方数码影像中心,39.9582857703456,116.305317703373,"71300",生活服务,摄影冲印店,摄影冲印
理工大学邮政所,39.959037428891,116.305489242025,"70400",生活服务,邮局,邮局
北京理工大学社区服务站中国彩票销售点,39.9623644710929,116.307035493792,"71800",生活服务,彩票彩券销售点,彩票彩券销售点
陈祥国理发店,39.9613267504473,116.307449725644,"71100",生活服务,美容美发店,美容美发店
北京理工大学社区计划生育服务站,39.96190963117,116.308584176768,"70000",生活服务,生活服务场所,生活服务场所
北京理工大学社区妇女儿童维权工作站,39.96190963117,116.308584176768,"70701",生活服务,事务所,律师事务所
北京理工大学社区社会捐助工作站,39.96190963117,116.308584176768,"70000",生活服务,生活服务场所,生活服务场所
中谊国际旅行社,39.961597627234,116.314444153397,"70100",生活服务,旅行社,旅行社
中国科协科技人才交流中心,39.9553108513843,116.318120578078,"70800",生活服务,人才市场,人才市场
夏普金牌服务,39.9542576543149,116.317723619062,"70000",生活服务,生活服务场所,生活服务场所
惠普金牌维修中心,39.9542576543149,116.317723619062,"71200",生活服务,维修站点,维修站点
中国金桥旅游总公司（北外门市部）,39.9546649639614,116.30250708849,"70100",生活服务,旅行社,旅行社
澳兰多洗衣（厂洼店）,39.9560940655159,116.300142770837,"71500",生活服务,洗衣店,洗衣店
友谊宾馆邮政所,39.9613088283397,116.314344415373,"70400",生活服务,邮局,邮局
中国旅行社（四通桥门市部）,39.9614746825984,116.315991658371,"70100",生活服务,旅行社,旅行社
澳风国际不动产,39.9568799847091,116.316452189878,"71600",生活服务,中介机构,中介机构
清水无香美容养生纤体（长椿桥店）,39.9596282511227,116.298213200609,"71100",生活服务,美容美发店,美容美发店
友谊光正房产（小南庄店）,39.9629258186685,116.301272604011,"71600",生活服务,中介机构,中介机构
圆通速递（北京海淀万柳分部）,39.9556890551615,116.299002122264,"70500",生活服务,物流速递,物流速递
申通快递（苏州桥店）,39.9556918179301,116.299139845774,"70500",生活服务,物流速递,物流速递
钦尼造形,39.9539449837818,116.313362559157,"71100",生活服务,美容美发店,美容美发店
玫瑰娇人养生馆,39.9548796523076,116.310867024217,"71100",生活服务,美容美发店,美容美发店
海淀街道办事处社区人口文化活动室,39.9620055963026,116.300277753791,"70000",生活服务,生活服务场所,生活服务场所
西贝凯森美容时尚生活馆,39.9625839058405,116.301230733046,"71100",生活服务,美容美发店,美容美发店
火车、飞机票代售处,39.9580267047863,116.317619381534,"70301",生活服务,售票处,飞机票代售点
博峰地产,39.955095828809,116.313420284098,"71600",生活服务,中介机构,中介机构
紫竹院街道职业介绍所,39.9561188833214,116.30138921972,"71600",生活服务,中介机构,中介机构
火车票代售处,39.9572170725355,116.316399267887,"70302",生活服务,售票处,火车票代售点
海淀区魏公村魏北社区服务,39.9540649716051,116.312308909886,"71200",生活服务,维修站点,维修站点
非凡空间美容美发（双安店）,39.9651658711481,116.318427630489,"71100",生活服务,美容美发店,美容美发店
运动红人馆,39.9651658711481,116.318427630489,"70000",生活服务,生活服务场所,生活服务场所
柯达数码相机（北京授权服务中心）,39.9624643039698,116.317214745701,"71200",生活服务,维修站点,维修站点
北京赵天庆律师事务所,39.9633847649532,116.317477030339,"70701",生活服务,事务所,律师事务所
北京友谊民航机票代理处,39.9647573948679,116.313447005455,"70301",生活服务,售票处,飞机票代售点
凯撒旅游,39.955072692415,116.302650737978,"70100",生活服务,旅行社,旅行社
魏公村北区社区计划生育服务站,39.954626231023,116.313217799014,"70000",生活服务,生活服务场所,生活服务场所
北京市汉鼎联合律师事务所（寰太大厦西南）,39.9580286951467,116.317624369881,"70701",生活服务,事务所,律师事务所
紫琪尔国际美胸机构（双安店）,39.9616417274572,116.315964698614,"71100",生活服务,美容美发店,美容美发店
奥友航空售票,39.9561446181824,116.316136002611,"70301",生活服务,售票处,飞机票代售点
中监所社区志愿者服务站,39.9621424139179,116.319249129136,"70000",生活服务,生活服务场所,生活服务场所
衣生缘（北京外国语大学国际交流中心店）,39.9548292517138,116.30120875283,"71500",生活服务,洗衣店,洗衣店
博天置地,39.9548385697037,116.31091192959,"71600",生活服务,中介机构,中介机构
中国联通增值业务部支持与服务中心,39.9561446181824,116.316136002611,"70000",生活服务,生活服务场所,生活服务场所
北京市政交通一卡通发卡／充值点（南三环北路辅路）,39.956126166946,116.302360210352,"70305",生活服务,售票处,公交卡/月票代售点
厂洼社区劳动和社会保障工作站,39.9585471888723,116.297687376362,"70000",生活服务,生活服务场所,生活服务场所
苏州街邮政支局,39.9561291685989,116.30235921205,"70400",生活服务,邮局,邮局
中国体育彩票,39.9564480533169,116.30014172848,"71800",生活服务,彩票彩券销售点,彩票彩券销售点
韵达快递代收点,39.9562065237481,116.307682863233,"70500",生活服务,物流速递,物流速递
尚羽造型,39.9553457379274,116.316613017041,"71100",生活服务,美容美发店,美容美发店
开瑞国际货运有限公司北京分公司,39.9648175701339,116.317026877445,"70500",生活服务,物流速递,物流速递
中国体育彩票,39.9657942464007,116.314030558634,"71800",生活服务,彩票彩券销售点,彩票彩券销售点
海淀区社区就业服务站（友谊社区西南）,39.9649769027298,116.308911073403,"70000",生活服务,生活服务场所,生活服务场所
木子建足浴保健中心,39.959957056988,116.298902785099,"71400",生活服务,洗浴推拿场所,洗浴推拿场所
北京市海淀区法律援助中心,39.962925926569,116.297148884425,"70701",生活服务,事务所,律师事务所
假日丽人形象设计中心,39.9635166875342,116.297276560073,"71100",生活服务,美容美发店,美容美发店
联惠伟业科技有限公司特约维修站,39.9641268993024,116.298898270304,"71200",生活服务,维修站点,维修站点
航空铁路售票处（西三环北路辅路）,39.9591830360019,116.301800985306,"70301",生活服务,售票处,飞机票代售点
北京华夏文博图文制作中心,39.9644633087806,116.302093715425,"70000",生活服务,生活服务场所,生活服务场所
伊人（中关村店）,39.9644633087806,116.302093715425,"70000",生活服务,生活服务场所,生活服务场所
合力搬家,39.9668795553346,116.316991697358,"71700",生活服务,搬家公司,搬家公司
娇莉芙萃颜坊（苏州桥店）,39.9599322893845,116.298768057604,"71100",生活服务,美容美发店,美容美发店
行行行地产（小南庄店）,39.9635832290775,116.301024031686,"71600",生活服务,中介机构,中介机构
和顺万家房地产经纪有限公司,39.9634813931394,116.299785566401,"71600",生活服务,中介机构,中介机构
诺基亚客户服务中心（双榆树三街）,39.967056636721,116.315375354381,"71200",生活服务,维修站点,维修站点
温德萨洗衣,39.9641069350186,116.309449997558,"71500",生活服务,洗衣店,洗衣店
链家地产,39.96296381693,116.306288033003,"71600",生活服务,中介机构,中介机构
中铁快运,39.9656397380918,116.304622259532,"70500",生活服务,物流速递,物流速递
逸丝风尚护肤造型会所,39.9670406274252,116.299568557413,"71100",生活服务,美容美发店,美容美发店
普兰德洗衣（怡秀园超洁店）,39.9617548160946,116.297241849367,"71500",生活服务,洗衣店,洗衣店
北京市君佑律师事务所,39.9648175701339,116.317026877445,"70701",生活服务,事务所,律师事务所
名苑佳人美容美发,39.954335020114,116.311215318078,"71100",生活服务,美容美发店,美容美发店
中国福利彩票,39.9531398046787,116.311355157194,"71800",生活服务,彩票彩券销售点,彩票彩券销售点
中国移动（魏公村营业厅）,39.9545055572422,116.316724868104,"70603",生活服务,电讯营业厅,中国移动营业厅
中国国际旅行社（海淀门市部）,39.9544397716884,116.316614128839,"70100",生活服务,旅行社,旅行社
鹤舞之风美容美发,39.9554327720496,116.313443190035,"71100",生活服务,美容美发店,美容美发店
魏公村北区社区社区服务站,39.954626231023,116.313217799014,"70000",生活服务,生活服务场所,生活服务场所
魏公村北区社区文体活动服务站,39.954626231023,116.313217799014,"70000",生活服务,生活服务场所,生活服务场所
顺发装饰装修,39.9544312968514,116.313714704529,"70000",生活服务,生活服务场所,生活服务场所
时光创艺数码工作室,39.9536412150021,116.313246857828,"71300",生活服务,摄影冲印店,摄影冲印
飞立达洗衣店,39.9536199495799,116.312329918923,"71500",生活服务,洗衣店,洗衣店
链家地产（韦伯豪家园西北）,39.9533326805004,116.313007435072,"71600",生活服务,中介机构,中介机构
发艺新概念,39.9536817151526,116.31456288332,"71100",生活服务,美容美发店,美容美发店
链家地产（魏公村路８号院东）,39.9560128340841,116.31127896491,"71600",生活服务,中介机构,中介机构
中国体育彩票,39.9560136934105,116.311353798078,"71800",生活服务,彩票彩券销售点,彩票彩券销售点
宝丽人美容美体中心,39.9558751081551,116.313256554363,"71100",生活服务,美容美发店,美容美发店
青丝发秀,39.9557833570526,116.314181480571,"71100",生活服务,美容美发店,美容美发店
北京理工大学法律援助中心,39.9593473884865,116.309307910111,"70701",生活服务,事务所,律师事务所
北京理工大学法律诊所,39.9593473884865,116.309307910111,"70701",生活服务,事务所,律师事务所
中仪英斯泰克进出口公司,39.9559841137849,116.310597483589,"71200",生活服务,维修站点,维修站点
龙泉驾校报名处（北京理工大学硕博公寓南）,39.9562375060884,116.304956731099,"70000",生活服务,生活服务场所,生活服务场所
北京理工大学后勤集团学生公寓管理服务中心,39.9574428338843,116.306398489911,"70000",生活服务,生活服务场所,生活服务场所
北京理工后勤集团学生综合服务楼,39.9583877753873,116.305312701226,"70000",生活服务,生活服务场所,生活服务场所
绿色优质洗衣,39.9590310587973,116.305692806892,"71500",生活服务,洗衣店,洗衣店
理工后勤集团修建装潢中心,39.9599763961793,116.303826655763,"70000",生活服务,生活服务场所,生活服务场所
姚大夫美容院（中关村南大街）,39.9545647091638,116.317688660223,"71100",生活服务,美容美发店,美容美发店
拉雅演出服装高档服装定做,39.9542576543149,116.317723619062,"70000",生活服务,生活服务场所,生活服务场所
柯达影像网络（中关村南大街）,39.9541016183808,116.317745588529,"71300",生活服务,摄影冲印店,摄影冲印
航空售票处（大慧寺７号院西北）,39.9533004911624,116.31782850007,"70301",生活服务,售票处,飞机票代售点
文峰美容美发（万柳东路）,39.9594131122514,116.297121379331,"71100",生活服务,美容美发店,美容美发店
超晶图片社,39.9572250800135,116.300108697903,"71300",生活服务,摄影冲印店,摄影冲印
德雅写真喷绘,39.9574371046413,116.300089709795,"70000",生活服务,生活服务场所,生活服务场所
北京横贯中西商务服务中心,39.9537825303509,116.316753893173,"70000",生活服务,生活服务场所,生活服务场所
玮淇造型,39.9576267554448,116.306437382914,"71100",生活服务,美容美发店,美容美发店
艾森造型（发妆店）,39.9596244929604,116.298071482057,"71100",生活服务,美容美发店,美容美发店
火车票、航空票代售处（金洲大厦东南）,39.9616885173232,116.300902518809,"70301",生活服务,售票处,飞机票代售点
当代世纪航空售票,39.9574070884681,116.300099693309,"70301",生活服务,售票处,飞机票代售点
学生公寓（韦伯豪家园东北）,39.9536840433443,116.314390273438,"71600",生活服务,中介机构,中介机构
大足神农足诊养生堂,39.9549456609372,116.310861029223,"71400",生活服务,洗浴推拿场所,洗浴推拿场所
中大恒基（海通时代商务中心西北）,39.9562134495578,116.301064874195,"71600",生活服务,中介机构,中介机构
小南庄社区党总支部党员电教播放站,39.9620055963026,116.300277753791,"70000",生活服务,生活服务场所,生活服务场所
北京嘉蔻专业美容美发,39.953321992367,116.312842806238,"71100",生活服务,美容美发店,美容美发店
丽锦,39.9559340894801,116.302408134851,"71100",生活服务,美容美发店,美容美发店
紫竹院街道社会保障事务所（厂洼东二街）,39.9561148659161,116.301399199684,"70700",生活服务,事务所,事务所
厂洼社区服务站,39.9585471888723,116.297687376362,"70000",生活服务,生活服务场所,生活服务场所
厂洼社区侨友之家,39.9585471888723,116.297687376362,"70000",生活服务,生活服务场所,生活服务场所
厂洼社区文体活动服务站,39.9585471888723,116.297687376362,"70000",生活服务,生活服务场所,生活服务场所
厂洼社区社区计划生育服务站,39.9585471888723,116.297687376362,"70000",生活服务,生活服务场所,生活服务场所
厂洼社区党（团）员服务站,39.9585471888723,116.297687376362,"70000",生活服务,生活服务场所,生活服务场所
臻美时尚美容纤体会馆,39.9601440170238,116.29892172371,"71100",生活服务,美容美发店,美容美发店
飞机票火车票汽车票,39.9554768140236,116.310768168599,"70301",生活服务,售票处,飞机票代售点
世嘉恒信装饰,39.9599552680318,116.301652195549,"70000",生活服务,生活服务场所,生活服务场所
普兰德洗衣（理工科技大厦北）,39.9570030199244,116.316431222115,"71500",生活服务,洗衣店,洗衣店
付军剪艺（万泉河店）,39.9642762437006,116.300999993848,"71100",生活服务,美容美发店,美容美发店
万山红足道（苏州街店）,39.9618358120374,116.300730851456,"71400",生活服务,洗浴推拿场所,洗浴推拿场所
双榆环生洗衣,39.9670319386375,116.31626533398,"71500",生活服务,洗衣店,洗衣店
中国移动动感地带（人民大学店）,39.9677006088667,116.311683589213,"70603",生活服务,电讯营业厅,中国移动营业厅
明月千里上网服务有限公司,39.9580286951467,116.317624369881,"80308",体育休闲服务,娱乐场所,网吧
北京理工大学田宁健身,39.9588086793928,116.304804731175,"80111",体育休闲服务,运动场馆,健身中心
栗正音乐俱乐部（中关村店）,39.957918793172,116.317575495467,"80304",体育休闲服务,娱乐场所,酒吧
中国人民大学足球场,39.9677670428994,116.313041538188,"80105",体育休闲服务,运动场馆,足球场
异度空间网吧,39.9551491827693,116.315336944158,"80308",体育休闲服务,娱乐场所,网吧
Ｆｌｏｗｅｒ　ＫＴＶ,39.9546649639614,116.30250708849,"80302",体育休闲服务,娱乐场所,KTV
北京理工大学篮球场,39.9589526138224,116.309195207841,"80104",体育休闲服务,运动场馆,篮球场馆
香江堡狮健身会,39.9641985239398,116.317063871175,"80111",体育休闲服务,运动场馆,健身中心
北京外国语大学体育馆,39.953620435951,116.307243144331,"80101",体育休闲服务,运动场馆,综合体育馆
海淀区教师活动中心,39.9668828896181,116.299997709401,"80300",体育休闲服务,娱乐场所,娱乐场所
北京理工大学社区老年文化活动室,39.9612877611727,116.307444741385,"80500",体育休闲服务,休闲场所,休闲场所
欣逸桌球会,39.9531194153021,116.312623324355,"80113",体育休闲服务,运动场馆,台球厅
大洋服装城地下室台球厅,39.9634543203786,116.302109808927,"80113",体育休闲服务,运动场馆,台球厅
金色正欣网吧,39.953626287867,116.312680133018,"80308",体育休闲服务,娱乐场所,网吧
霓裳,39.9559102885853,116.31210214014,"80304",体育休闲服务,娱乐场所,酒吧
磨岩酒吧,39.9558957023074,116.312942258403,"80304",体育休闲服务,娱乐场所,酒吧
珍爱之心女子俱乐部,39.9561446181824,116.316136002611,"80300",体育休闲服务,娱乐场所,娱乐场所
金色正欣台球城,39.953626287867,116.312680133018,"80113",体育休闲服务,运动场馆,台球厅
理工国际教育交流大厦乒乓球室,39.9612926915782,116.304743548768,"80112",体育休闲服务,运动场馆,乒乓球馆
乔治酒吧,39.9621801187314,116.315224312608,"80304",体育休闲服务,娱乐场所,酒吧
北京理工大学老干部文化活动中心,39.9593473884865,116.309307910111,"80300",体育休闲服务,娱乐场所,娱乐场所
北京理工大学教职工文化活动中心,39.9593473884865,116.309307910111,"80300",体育休闲服务,娱乐场所,娱乐场所
魏公村游艺厅,39.9536335081712,116.312563393964,"80305",体育休闲服务,娱乐场所,游戏厅
瑞宏嘉网城,39.9533403817859,116.313165079702,"80308",体育休闲服务,娱乐场所,网吧
金玩家网吧,39.9531958643583,116.315019909599,"80308",体育休闲服务,娱乐场所,网吧
金泰先锋电玩城,39.9653656667738,116.301871063092,"80305",体育休闲服务,娱乐场所,游戏厅
北京理工大学社区星光老年之家,39.96190963117,116.308584176768,"80300",体育休闲服务,娱乐场所,娱乐场所
青鸟健身（寰太店）,39.9580286951467,116.317624369881,"80111",体育休闲服务,运动场馆,健身中心
康体中心,39.9608465261309,116.312931657976,"80000",体育休闲服务,体育休闲服务场所,体育休闲服务场所
北京理工大学体育馆,39.95794109267,116.308420035958,"80101",体育休闲服务,运动场馆,综合体育馆
弈奇特网吧,39.9633127110044,116.299605950433,"80308",体育休闲服务,娱乐场所,网吧
炎黄网吧,39.9533262943865,116.316886647998,"80308",体育休闲服务,娱乐场所,网吧
北京友谊宾馆职工俱乐部,39.9649934440598,116.309157529714,"80300",体育休闲服务,娱乐场所,娱乐场所
蝉舟瑜伽健身中心,39.9653656667738,116.301871063092,"80111",体育休闲服务,运动场馆,健身中心
乐带台球,39.9660791493651,116.301581571364,"80113",体育休闲服务,运动场馆,台球厅
中国人民大学游泳馆,39.9668187118684,116.306261604625,"80110",体育休闲服务,运动场馆,游泳馆
北京理工大学社区文体活动服务站,39.96190963117,116.308584176768,"80300",体育休闲服务,娱乐场所,娱乐场所
中国人民大学世纪馆（南门）,39.9676928838863,116.305049092845,"80101",体育休闲服务,运动场馆,综合体育馆
中国人民大学卡帝乐网球场,39.9671848158712,116.306196698275,"80103",体育休闲服务,运动场馆,网球场
中国人民大学灯光篮球场（中国人民大学育贤楼东）,39.9667504759649,116.305294687312,"80104",体育休闲服务,运动场馆,篮球场馆
理工保龄球馆,39.9612926915782,116.304743548768,"80102",体育休闲服务,运动场馆,保龄球馆
友谊社区活动中心,39.9649769027298,116.308911073403,"80300",体育休闲服务,娱乐场所,娱乐场所
厂洼天天健身中心台球室,39.9554899225369,116.300238651978,"80113",体育休闲服务,运动场馆,台球厅
皇苑俱乐部,39.956479296767,116.298259504144,"80300",体育休闲服务,娱乐场所,娱乐场所
北京外国语大学教职工活动中心,39.9534708409983,116.300903549381,"80300",体育休闲服务,娱乐场所,娱乐场所
北京外国语大学运动场,39.9545993604397,116.30562351298,"80100",体育休闲服务,运动场馆,运动场所
北京外国语大学网球场,39.9535429713276,116.305860138559,"80103",体育休闲服务,运动场馆,网球场
七七会所,39.9574469267174,116.299615667788,"80300",体育休闲服务,娱乐场所,娱乐场所
同乐湾,39.9634395889599,116.318610429759,"80300",体育休闲服务,娱乐场所,娱乐场所
安卓儿酒吧,39.9558900214471,116.312773637798,"80304",体育休闲服务,娱乐场所,酒吧
元元,39.9558854666961,116.313066979406,"80304",体育休闲服务,娱乐场所,酒吧
七月七日晴（魏公村路）,39.9558782535299,116.313179726795,"80304",体育休闲服务,娱乐场所,酒吧
七又二分之一樱桃时节,39.9559165046597,116.311987395998,"80304",体育休闲服务,娱乐场所,酒吧
锐泽健身舞蹈俱乐部,39.9676488477162,116.312088690259,"80111",体育休闲服务,运动场馆,健身中心
中国人民大学体育馆,39.9676488477162,116.312088690259,"80101",体育休闲服务,运动场馆,综合体育馆
ＵＭＥ国际影城（华星店）,39.966482930731,116.319931015192,"80601",体育休闲服务,影剧院,电影院
友谊宾馆网球场,39.9608505165354,116.312936646265,"80103",体育休闲服务,运动场馆,网球场
北京易国吉通上网服务中心（银海大厦北）,39.962468309544,116.317211752031,"80308",体育休闲服务,娱乐场所,网吧
同一首歌量贩式ＫＴＶ俱乐部（苏州桥店）,39.9624531973488,116.302764572534,"80302",体育休闲服务,娱乐场所,KTV
北京外国语大学游泳馆,39.953620435951,116.307243144331,"80110",体育休闲服务,运动场馆,游泳馆
朝刚博士园（大慧寺７号院西北）,39.9530624488853,116.317855468444,"90602",医疗保健服务,医药保健销售店,医疗保健用品
汉方堂大药房（总店）,39.9651658711481,116.318427630489,"90601",医疗保健服务,医药保健销售店,药房
百花蜂产品（学院南路）,39.9559172959411,116.319959285243,"90602",医疗保健服务,医药保健销售店,医疗保健用品
魏公村北区社区残疾人康复站,39.954626231023,116.313217799014,"90000",医疗保健服务,医疗保健服务场所,医疗保健服务场所
蜂珍科技魏公村店,39.9542576543149,116.317723619062,"90602",医疗保健服务,医药保健销售店,医疗保健用品
大连海参（北三环西路辅路）,39.9639796789221,116.3090528875,"90602",医疗保健服务,医药保健销售店,医疗保健用品
颐参源,39.9643613396776,116.312427346436,"90602",医疗保健服务,医药保健销售店,医疗保健用品
北京中鸿口腔门诊部,39.9541816267065,116.317739592139,"90300",医疗保健服务,诊所,诊所
北京理工大学社区老年医疗保健站,39.9593937655656,116.310176985861,"90000",医疗保健服务,医疗保健服务场所,医疗保健服务场所
友康大药房,39.9607025167543,116.316094521793,"90601",医疗保健服务,医药保健销售店,药房
佳乐安泰药店,39.96324484263,116.29778160058,"90601",医疗保健服务,医药保健销售店,药房
中监所社区残疾人康复站,39.9621424139179,116.319249129136,"90000",医疗保健服务,医疗保健服务场所,医疗保健服务场所
华珍堂大药房,39.9544446928517,116.317699650249,"90601",医疗保健服务,医药保健销售店,药房
魏公村口腔科,39.9553628835428,116.319665030997,"90300",医疗保健服务,诊所,诊所
新时代国珍专营,39.9633812847896,116.318770071255,"90602",医疗保健服务,医药保健销售店,医疗保健用品
中国人民大学医院,39.9662533506841,116.305374579143,"90100",医疗保健服务,综合医院,综合医院
海淀区智力残疾康复技术指导中心（旁门）,39.9655268539352,116.305113228688,"90000",医疗保健服务,医疗保健服务场所,医疗保健服务场所
北京理工大学校医院,39.9593937655656,116.310176985861,"90300",医疗保健服务,诊所,诊所
养生堂药店（中友大厦东北）,39.9534677195291,116.311924844466,"90601",医疗保健服务,医药保健销售店,药房
魏公村门诊部,39.9534640501088,116.314391298864,"90300",医疗保健服务,诊所,诊所
同仁堂,39.9660050106211,116.314150261677,"90601",医疗保健服务,医药保健销售店,药房
伟力嘉美信医疗美容,39.9593115546284,116.297453740262,"90201",医疗保健服务,专科医院,整形美容
太和仁医药（三义庙店）,39.9650101570769,116.306057271981,"90601",医疗保健服务,医药保健销售店,药房
高企协健康管理服务中心,39.9595940044511,116.315862190174,"90000",医疗保健服务,医疗保健服务场所,医疗保健服务场所
科学城口腔诊所,39.9651658711481,116.318427630489,"90300",医疗保健服务,诊所,诊所
达安堂药店,39.9561786089447,116.302109723801,"90601",医疗保健服务,医药保健销售店,药房
厂洼社区卫生服务站,39.9554695531049,116.299876389269,"90102",医疗保健服务,综合医院,卫生院
中国疾病预防控制中心妇幼保健中心,39.9647073045299,116.297475020856,"90000",医疗保健服务,医疗保健服务场所,医疗保健服务场所
好视力眼贴,39.9643325046935,116.312340544579,"90602",医疗保健服务,医药保健销售店,医疗保健用品
苏州街干休所中医正骨按摩专科,39.9664414653889,116.301960742204,"90206",医疗保健服务,专科医院,骨科医院
华杰豪骨科器械,39.9649385232561,116.307495172057,"90602",医疗保健服务,医药保健销售店,医疗保健用品
北京理工大学社区残疾人康复站,39.96190963117,116.308584176768,"90000",医疗保健服务,医疗保健服务场所,医疗保健服务场所
丁健口腔诊所（小南庄路）,39.9633720285863,116.298840480748,"90300",医疗保健服务,诊所,诊所
崇顺堂,39.9646987488258,116.313261430634,"90602",医疗保健服务,医药保健销售店,医疗保健用品
德宠,39.9557758964822,116.3144239335,"90700",医疗保健服务,动物医疗场所,动物医疗场所
惠好大药房,39.9597932224774,116.298226154184,"90601",医疗保健服务,医药保健销售店,药房
厂洼社区残疾人康复站,39.9585471888723,116.297687376362,"90000",医疗保健服务,医疗保健服务场所,医疗保健服务场所
精致口腔,39.9599322893845,116.298768057604,"90300",医疗保健服务,诊所,诊所
北京协和启迪心理咨询中心,39.9599322893845,116.298768057604,"90000",医疗保健服务,医疗保健服务场所,医疗保健服务场所
骏翔堂药店,39.9583417971284,116.305301730448,"90601",医疗保健服务,医药保健销售店,药房
博爱动物医院万泉庄总院,39.967420234291,116.297452723951,"90701",医疗保健服务,动物医疗场所,宠物诊所
中国航空港建设总公司门诊部,39.9668082893016,116.301485677371,"90300",医疗保健服务,诊所,诊所
北京友谊宾馆卫生所,39.9655478560471,116.308923973145,"90102",医疗保健服务,综合医院,卫生院
北京理工大学社区卫生服务中心,39.9593937655656,116.310176985861,"90102",医疗保健服务,综合医院,卫生院
永顺堂大药房,39.9628261679063,116.308274738532,"90601",医疗保健服务,医药保健销售店,药房
立新社区卫生服务站,39.9666563665243,116.297981776458,"90102",医疗保健服务,综合医院,卫生院
厂洼社区居委会,39.9582146216169,116.298028743741,"130106",政府机构及社会团体,政府机关,乡镇以下级政府及事业单位
厂洼社区妇女儿童维权工作站,39.9585471888723,116.297687376362,"130403",政府机构及社会团体,社会团体,妇联
北京市海淀区城市管理监察大队直属一分队,39.9553831114072,116.298393375784,"130506",政府机构及社会团体,公检法机构,社会治安机构
魏公村北区社区劳动和社会保障工作站,39.954626231023,116.313217799014,"130106",政府机构及社会团体,政府机关,乡镇以下级政府及事业单位
魏公村北区红十字会服务站,39.954626231023,116.313217799014,"130405",政府机构及社会团体,社会团体,红十字会
魏公村北区社区消费者维权工作站,39.954626231023,116.313217799014,"130406",政府机构及社会团体,社会团体,消费者协会
魏公村北区社区城管监察工作站,39.954626231023,116.313217799014,"130106",政府机构及社会团体,政府机关,乡镇以下级政府及事业单位
魏公村北区社区居委会,39.954626231023,116.313217799014,"130106",政府机构及社会团体,政府机关,乡镇以下级政府及事业单位
中共魏公村北区社区总支部委员会,39.954626231023,116.313217799014,"130106",政府机构及社会团体,政府机关,乡镇以下级政府及事业单位
魏公村北区社区残疾人协会,39.954626231023,116.313217799014,"130404",政府机构及社会团体,社会团体,残联
紫竹院街道计划生育协会魏公村北区社区居委会分会,39.954626231023,116.313217799014,"130106",政府机构及社会团体,政府机关,乡镇以下级政府及事业单位
中国科普作家协会,39.9553108513843,116.318120578078,"130407",政府机构及社会团体,社会团体,行业协会
中国老科学技术工作者协会,39.9553108513843,116.318120578078,"130407",政府机构及社会团体,社会团体,行业协会
中国科教电影电视协会,39.9553108513843,116.318120578078,"130407",政府机构及社会团体,社会团体,行业协会
中国科技新闻学会,39.9553108513843,116.318120578078,"130407",政府机构及社会团体,社会团体,行业协会
台湾同学会,39.9553108513843,116.318120578078,"130400",政府机构及社会团体,社会团体,社会团体相关
北京市工商局企业改制登记中心,39.9544397716884,116.316614128839,"130102",政府机构及社会团体,政府机关,省直辖市级政府及事业单位
